district,disaster_type,severity,season,num_households,avg_damage_level,pct_elderly,pct_children_u5,pct_disabled,avg_household_size,total_funding
Thaba-Tseka,Strong Winds,Critical,Winter,285,2.56,0.16,0.23,0.09,7.5,10522000
Leribe,Heavy Rainfall,Low,Summer,33,2.79,0.11,0.16,0.06,5.5,1626500
Quthing,Strong Winds,Moderate,Spring,162,2.68,0.14,0.2,0.08,7.0,6682000
Berea,Drought,Low,Summer,37,1.54,0.1,0.15,0.06,5.5,233500
Berea,Heavy Rainfall,Low,Summer,48,2.88,0.1,0.15,0.06,5.5,2012500
Qacha's Nek,Strong Winds,Moderate,Winter,171,2.58,0.15,0.22,0.09,7.0,6365000
Maseru,Heavy Rainfall,Low,Spring,27,2.93,0.08,0.12,0.05,4.5,1002500
Qacha's Nek,Drought,Low,Summer,47,1.57,0.15,0.22,0.09,7.0,334000
Mohale's Hoek,Heavy Rainfall,Moderate,Winter,91,2.8,0.13,0.19,0.07,6.0,3789000
Mafeteng,Heavy Rainfall,Moderate,Summer,145,2.88,0.12,0.18,0.07,6.0,6253000
Mokhotlong,Drought,Critical,Winter,415,1.54,0.17,0.24,0.1,8.0,2890500
Leribe,Drought,Moderate,Spring,129,1.68,0.11,0.16,0.06,5.5,847000
Berea,Strong Winds,Moderate,Winter,161,2.55,0.1,0.15,0.06,5.5,5286000
Berea,Strong Winds,Moderate,Autumn,63,2.79,0.1,0.15,0.06,5.5,2865500
Qacha's Nek,Strong Winds,Low,Summer,19,2.74,0.15,0.22,0.09,7.0,834500
Mokhotlong,Drought,Low,Autumn,30,1.77,0.17,0.24,0.1,8.0,212000
Qacha's Nek,Drought,Critical,Winter,255,1.62,0.15,0.22,0.09,7.0,1783000
Berea,Strong Winds,Critical,Winter,431,2.61,0.1,0.15,0.06,5.5,16339000
Butha-Buthe,Strong Winds,Moderate,Summer,107,2.64,0.14,0.19,0.08,6.5,4693000
Thaba-Tseka,Heavy Rainfall,Critical,Spring,358,2.78,0.16,0.23,0.09,7.5,14832000
Maseru,Heavy Rainfall,Critical,Spring,202,2.85,0.08,0.12,0.05,4.5,8192500
Mafeteng,Heavy Rainfall,Moderate,Winter,127,2.8,0.12,0.18,0.07,6.0,4396000
Mokhotlong,Strong Winds,Low,Winter,38,2.66,0.17,0.24,0.1,8.0,1444000
Quthing,Drought,Critical,Winter,422,1.59,0.14,0.2,0.08,7.0,2942000
Mohale's Hoek,Heavy Rainfall,Low,Winter,45,2.69,0.13,0.19,0.07,6.0,1437000
Maseru,Strong Winds,Critical,Summer,378,2.66,0.08,0.12,0.05,4.5,14433000
Leribe,Heavy Rainfall,Moderate,Spring,167,2.77,0.11,0.16,0.06,5.5,6328000
Mohale's Hoek,Drought,Critical,Summer,275,1.51,0.13,0.19,0.07,6.0,1813000
Qacha's Nek,Drought,Critical,Winter,438,1.65,0.15,0.22,0.09,7.0,2999500
Thaba-Tseka,Drought,Critical,Winter,366,1.63,0.16,0.23,0.09,7.5,2590000
Mohale's Hoek,Heavy Rainfall,Low,Spring,10,2.3,0.13,0.19,0.07,6.0,340000
Leribe,Heavy Rainfall,Moderate,Autumn,110,2.95,0.11,0.16,0.06,5.5,5193500
Mafeteng,Drought,Low,Spring,25,1.68,0.12,0.18,0.07,6.0,171000
Quthing,Strong Winds,Low,Winter,14,2.29,0.14,0.2,0.08,7.0,298500
Maseru,Heavy Rainfall,Critical,Spring,326,2.84,0.08,0.12,0.05,4.5,12976500
Thaba-Tseka,Drought,Critical,Winter,388,1.63,0.16,0.23,0.09,7.5,2782000
Mafeteng,Heavy Rainfall,Moderate,Autumn,144,2.97,0.12,0.18,0.07,6.0,5955000
Mafeteng,Drought,Critical,Autumn,264,1.56,0.12,0.18,0.07,6.0,1791000
Quthing,Drought,Critical,Winter,347,1.6,0.14,0.2,0.08,7.0,2411500
Quthing,Drought,Critical,Summer,466,1.63,0.14,0.2,0.08,7.0,3243000
Mafeteng,Heavy Rainfall,Low,Spring,33,3.12,0.12,0.18,0.07,6.0,1213000
Berea,Strong Winds,Moderate,Spring,180,2.62,0.1,0.15,0.06,5.5,6514000
Butha-Buthe,Heavy Rainfall,Low,Winter,30,2.63,0.14,0.19,0.08,6.5,1627500
Mohale's Hoek,Strong Winds,Moderate,Summer,108,2.69,0.13,0.19,0.07,6.0,4462500
Butha-Buthe,Heavy Rainfall,Low,Summer,33,2.76,0.14,0.19,0.08,6.5,1485000
Thaba-Tseka,Heavy Rainfall,Critical,Winter,462,2.75,0.16,0.23,0.09,7.5,17322000
Berea,Heavy Rainfall,Low,Spring,46,2.8,0.1,0.15,0.06,5.5,2106500
Leribe,Strong Winds,Low,Winter,29,2.69,0.11,0.16,0.06,5.5,1060000
Mafeteng,Drought,Low,Spring,44,1.64,0.12,0.18,0.07,6.0,285500
Leribe,Strong Winds,Low,Summer,25,2.64,0.11,0.16,0.06,5.5,821500
Berea,Drought,Low,Spring,43,1.7,0.1,0.15,0.06,5.5,303500
Mohale's Hoek,Heavy Rainfall,Critical,Winter,424,2.76,0.13,0.19,0.07,6.0,15515500
Quthing,Strong Winds,Moderate,Summer,175,2.61,0.14,0.2,0.08,7.0,6489000
Qacha's Nek,Strong Winds,Moderate,Autumn,83,2.57,0.15,0.22,0.09,7.0,3425000
Quthing,Strong Winds,Low,Spring,42,2.88,0.14,0.2,0.08,7.0,1898000
Quthing,Drought,Low,Winter,25,1.6,0.14,0.2,0.08,7.0,176000
Berea,Strong Winds,Critical,Winter,204,2.67,0.1,0.15,0.06,5.5,7042500
Mafeteng,Strong Winds,Low,Summer,32,2.47,0.12,0.18,0.07,6.0,1234500
Mokhotlong,Strong Winds,Moderate,Winter,95,2.4,0.17,0.24,0.1,8.0,2823500
Quthing,Drought,Low,Spring,38,1.53,0.14,0.2,0.08,7.0,249000
Mafeteng,Heavy Rainfall,Moderate,Spring,91,2.63,0.12,0.18,0.07,6.0,3332000
Leribe,Drought,Moderate,Spring,134,1.59,0.11,0.16,0.06,5.5,893000
Mokhotlong,Strong Winds,Critical,Winter,363,2.66,0.17,0.24,0.1,8.0,13321500
Maseru,Heavy Rainfall,Critical,Autumn,408,2.73,0.08,0.12,0.05,4.5,14386500
Berea,Strong Winds,Moderate,Winter,109,2.61,0.1,0.15,0.06,5.5,3876000
Quthing,Drought,Critical,Summer,267,1.58,0.14,0.2,0.08,7.0,1841000
Berea,Heavy Rainfall,Low,Summer,18,3.0,0.1,0.15,0.06,5.5,766500
Qacha's Nek,Strong Winds,Low,Winter,44,2.45,0.15,0.22,0.09,7.0,1451500
Leribe,Drought,Critical,Spring,457,1.6,0.11,0.16,0.06,5.5,2991000
Thaba-Tseka,Strong Winds,Moderate,Winter,105,2.5,0.16,0.23,0.09,7.5,3369000
Quthing,Strong Winds,Moderate,Autumn,123,2.44,0.14,0.2,0.08,7.0,3971500
Mohale's Hoek,Strong Winds,Critical,Autumn,372,2.57,0.13,0.19,0.07,6.0,13793500
Quthing,Drought,Critical,Summer,228,1.52,0.14,0.2,0.08,7.0,1584500
Quthing,Drought,Low,Winter,23,1.74,0.14,0.2,0.08,7.0,186000
Butha-Buthe,Heavy Rainfall,Moderate,Autumn,109,2.79,0.14,0.19,0.08,6.5,3797000
Maseru,Drought,Critical,Autumn,487,1.61,0.08,0.12,0.05,4.5,2901000
Leribe,Drought,Moderate,Autumn,140,1.64,0.11,0.16,0.06,5.5,919500
Mokhotlong,Drought,Low,Winter,14,1.43,0.17,0.24,0.1,8.0,105000
Mokhotlong,Strong Winds,Critical,Autumn,481,2.68,0.17,0.24,0.1,8.0,18153000
Mafeteng,Strong Winds,Critical,Spring,331,2.6,0.12,0.18,0.07,6.0,12667000
Mafeteng,Strong Winds,Moderate,Autumn,87,2.66,0.12,0.18,0.07,6.0,3074500
Qacha's Nek,Drought,Low,Autumn,50,1.52,0.15,0.22,0.09,7.0,313500
Mohale's Hoek,Strong Winds,Low,Spring,37,2.41,0.13,0.19,0.07,6.0,1604500
Mokhotlong,Drought,Low,Spring,32,1.72,0.17,0.24,0.1,8.0,208500
Butha-Buthe,Heavy Rainfall,Low,Spring,49,2.98,0.14,0.19,0.08,6.5,1805500
Leribe,Drought,Low,Winter,18,1.44,0.11,0.16,0.06,5.5,112000
Butha-Buthe,Drought,Critical,Spring,279,1.58,0.14,0.19,0.08,6.5,1937000
Mokhotlong,Heavy Rainfall,Critical,Summer,493,2.71,0.17,0.24,0.1,8.0,18448000
Maseru,Strong Winds,Moderate,Winter,93,2.7,0.08,0.12,0.05,4.5,3413000
Mohale's Hoek,Heavy Rainfall,Moderate,Summer,56,2.91,0.13,0.19,0.07,6.0,2335500
Mokhotlong,Drought,Moderate,Autumn,92,1.57,0.17,0.24,0.1,8.0,617500
Quthing,Heavy Rainfall,Critical,Spring,260,2.7,0.14,0.2,0.08,7.0,8738000
Berea,Heavy Rainfall,Moderate,Winter,99,2.89,0.1,0.15,0.06,5.5,4338500
Qacha's Nek,Strong Winds,Moderate,Winter,119,2.61,0.15,0.22,0.09,7.0,4607000
Thaba-Tseka,Drought,Critical,Summer,315,1.62,0.16,0.23,0.09,7.5,2233500
Berea,Strong Winds,Moderate,Summer,134,2.53,0.1,0.15,0.06,5.5,5039500
Mafeteng,Strong Winds,Low,Autumn,48,2.73,0.12,0.18,0.07,6.0,2106000
Berea,Strong Winds,Critical,Winter,371,2.67,0.1,0.15,0.06,5.5,13626000
Butha-Buthe,Strong Winds,Critical,Winter,291,2.64,0.14,0.19,0.08,6.5,11214000
Qacha's Nek,Heavy Rainfall,Low,Winter,43,2.84,0.15,0.22,0.09,7.0,2096500
Maseru,Strong Winds,Low,Winter,42,2.67,0.08,0.12,0.05,4.5,1681500
Leribe,Heavy Rainfall,Critical,Spring,392,2.8,0.11,0.16,0.06,5.5,15016000
Maseru,Strong Winds,Low,Autumn,32,2.28,0.08,0.12,0.05,4.5,714000
Thaba-Tseka,Drought,Critical,Winter,367,1.58,0.16,0.23,0.09,7.5,2593000
Thaba-Tseka,Strong Winds,Critical,Spring,272,2.59,0.16,0.23,0.09,7.5,9058000
Qacha's Nek,Heavy Rainfall,Moderate,Spring,139,2.83,0.15,0.22,0.09,7.0,5279000
Mokhotlong,Heavy Rainfall,Critical,Spring,239,2.82,0.17,0.24,0.1,8.0,8390500
Leribe,Heavy Rainfall,Critical,Autumn,253,2.74,0.11,0.16,0.06,5.5,8455500
Leribe,Drought,Low,Summer,36,1.64,0.11,0.16,0.06,5.5,219500
Mafeteng,Strong Winds,Critical,Spring,212,2.64,0.12,0.18,0.07,6.0,7768500
Maseru,Heavy Rainfall,Critical,Spring,452,2.83,0.08,0.12,0.05,4.5,18713500
Qacha's Nek,Strong Winds,Low,Autumn,39,2.31,0.15,0.22,0.09,7.0,1155500
Mokhotlong,Drought,Low,Winter,16,1.56,0.17,0.24,0.1,8.0,98500
Maseru,Strong Winds,Moderate,Winter,129,2.49,0.08,0.12,0.05,4.5,4527500
Mafeteng,Heavy Rainfall,Low,Spring,47,2.68,0.12,0.18,0.07,6.0,1718500
Maseru,Drought,Low,Summer,19,1.53,0.08,0.12,0.05,4.5,111000
Mokhotlong,Heavy Rainfall,Critical,Autumn,428,2.8,0.17,0.24,0.1,8.0,16198500
Mohale's Hoek,Drought,Moderate,Winter,99,1.7,0.13,0.19,0.07,6.0,649000
Mafeteng,Heavy Rainfall,Low,Spring,14,2.64,0.12,0.18,0.07,6.0,362000
Mafeteng,Heavy Rainfall,Critical,Spring,434,2.75,0.12,0.18,0.07,6.0,15612000
Mohale's Hoek,Heavy Rainfall,Low,Spring,21,2.81,0.13,0.19,0.07,6.0,651500
Mokhotlong,Drought,Low,Winter,43,1.72,0.17,0.24,0.1,8.0,313500
Mafeteng,Heavy Rainfall,Critical,Winter,458,2.83,0.12,0.18,0.07,6.0,19519000
Maseru,Heavy Rainfall,Critical,Winter,460,2.76,0.08,0.12,0.05,4.5,17868500
Maseru,Heavy Rainfall,Moderate,Autumn,173,2.76,0.08,0.12,0.05,4.5,6105500
Berea,Heavy Rainfall,Critical,Spring,250,2.76,0.1,0.15,0.06,5.5,8655500
Mafeteng,Drought,Low,Spring,13,1.38,0.12,0.18,0.07,6.0,93000
Mohale's Hoek,Heavy Rainfall,Moderate,Summer,173,2.83,0.13,0.19,0.07,6.0,7351500
Thaba-Tseka,Drought,Low,Autumn,20,1.55,0.16,0.23,0.09,7.5,149000
Quthing,Heavy Rainfall,Moderate,Autumn,124,2.68,0.14,0.2,0.08,7.0,4528500
Mohale's Hoek,Heavy Rainfall,Low,Winter,18,2.5,0.13,0.19,0.07,6.0,399000
Quthing,Heavy Rainfall,Low,Summer,31,2.48,0.14,0.2,0.08,7.0,938000
Butha-Buthe,Strong Winds,Critical,Spring,232,2.56,0.14,0.19,0.08,6.5,9041500
Mohale's Hoek,Drought,Critical,Autumn,218,1.53,0.13,0.19,0.07,6.0,1410500
Butha-Buthe,Heavy Rainfall,Moderate,Summer,142,2.89,0.14,0.19,0.08,6.5,5614000
Qacha's Nek,Heavy Rainfall,Critical,Winter,382,2.82,0.15,0.22,0.09,7.0,15251500
Quthing,Drought,Critical,Summer,373,1.6,0.14,0.2,0.08,7.0,2578500
Qacha's Nek,Heavy Rainfall,Moderate,Autumn,174,2.67,0.15,0.22,0.09,7.0,5775500
Thaba-Tseka,Drought,Moderate,Autumn,110,1.68,0.16,0.23,0.09,7.5,756000
Mokhotlong,Drought,Critical,Spring,242,1.57,0.17,0.24,0.1,8.0,1674500
Thaba-Tseka,Heavy Rainfall,Critical,Spring,365,2.83,0.16,0.23,0.09,7.5,14469000
Maseru,Heavy Rainfall,Moderate,Spring,144,2.92,0.08,0.12,0.05,4.5,6137000
Mohale's Hoek,Drought,Low,Winter,49,1.49,0.13,0.19,0.07,6.0,307000
Berea,Drought,Low,Autumn,36,1.47,0.1,0.15,0.06,5.5,248500
Mafeteng,Drought,Moderate,Autumn,51,1.51,0.12,0.18,0.07,6.0,341000
Leribe,Strong Winds,Critical,Spring,475,2.63,0.11,0.16,0.06,5.5,18418000
Leribe,Strong Winds,Low,Summer,50,2.56,0.11,0.16,0.06,5.5,1896000
Leribe,Drought,Moderate,Winter,122,1.65,0.11,0.16,0.06,5.5,820000
Berea,Drought,Critical,Spring,380,1.55,0.1,0.15,0.06,5.5,2406000
Maseru,Heavy Rainfall,Low,Winter,19,2.84,0.08,0.12,0.05,4.5,680000
Mokhotlong,Strong Winds,Critical,Winter,489,2.61,0.17,0.24,0.1,8.0,18497500
Qacha's Nek,Strong Winds,Critical,Spring,276,2.59,0.15,0.22,0.09,7.0,10325500
Quthing,Strong Winds,Low,Spring,17,2.53,0.14,0.2,0.08,7.0,491000
Leribe,Strong Winds,Low,Summer,35,2.89,0.11,0.16,0.06,5.5,1691500
Thaba-Tseka,Drought,Critical,Spring,205,1.57,0.16,0.23,0.09,7.5,1404500
Mohale's Hoek,Strong Winds,Low,Winter,21,2.76,0.13,0.19,0.07,6.0,825000
Quthing,Heavy Rainfall,Critical,Autumn,296,2.81,0.14,0.2,0.08,7.0,11092000
Mafeteng,Drought,Moderate,Spring,133,1.49,0.12,0.18,0.07,6.0,918500
Butha-Buthe,Strong Winds,Low,Winter,48,2.96,0.14,0.19,0.08,6.5,2594500
Mafeteng,Heavy Rainfall,Critical,Winter,413,2.82,0.12,0.18,0.07,6.0,16452000
Mohale's Hoek,Heavy Rainfall,Low,Autumn,40,2.92,0.13,0.19,0.07,6.0,1935000
Quthing,Drought,Moderate,Winter,119,1.69,0.14,0.2,0.08,7.0,849000
Mafeteng,Drought,Low,Winter,14,1.57,0.12,0.18,0.07,6.0,73000
Berea,Drought,Critical,Summer,491,1.61,0.1,0.15,0.06,5.5,3194000
Mafeteng,Heavy Rainfall,Moderate,Autumn,96,2.62,0.12,0.18,0.07,6.0,3176500
Mokhotlong,Heavy Rainfall,Moderate,Winter,90,2.88,0.17,0.24,0.1,8.0,3636000
Mohale's Hoek,Drought,Moderate,Spring,200,1.6,0.13,0.19,0.07,6.0,1303500
Berea,Drought,Moderate,Spring,152,1.49,0.1,0.15,0.06,5.5,938000
Mafeteng,Heavy Rainfall,Critical,Summer,304,2.88,0.12,0.18,0.07,6.0,12611500
Mokhotlong,Strong Winds,Moderate,Autumn,182,2.6,0.17,0.24,0.1,8.0,7353500
Butha-Buthe,Strong Winds,Critical,Winter,308,2.65,0.14,0.19,0.08,6.5,12052000
Mokhotlong,Heavy Rainfall,Low,Winter,35,2.71,0.17,0.24,0.1,8.0,1136000
Quthing,Heavy Rainfall,Critical,Winter,391,2.8,0.14,0.2,0.08,7.0,14154000
Thaba-Tseka,Heavy Rainfall,Low,Summer,29,2.76,0.16,0.23,0.09,7.5,1039000
Berea,Drought,Low,Winter,41,1.68,0.1,0.15,0.06,5.5,291000
Thaba-Tseka,Strong Winds,Moderate,Autumn,77,2.58,0.16,0.23,0.09,7.5,3281500
Maseru,Drought,Moderate,Summer,64,1.56,0.08,0.12,0.05,4.5,362500
Mokhotlong,Drought,Critical,Autumn,429,1.61,0.17,0.24,0.1,8.0,2929500
Butha-Buthe,Heavy Rainfall,Moderate,Spring,67,2.87,0.14,0.19,0.08,6.5,2771000
Mohale's Hoek,Drought,Low,Winter,36,1.53,0.13,0.19,0.07,6.0,253000
Maseru,Heavy Rainfall,Moderate,Autumn,113,2.73,0.08,0.12,0.05,4.5,4148500
Quthing,Drought,Moderate,Spring,92,1.63,0.14,0.2,0.08,7.0,667000
Maseru,Heavy Rainfall,Critical,Autumn,301,2.77,0.08,0.12,0.05,4.5,10567000
Mokhotlong,Strong Winds,Moderate,Winter,63,2.65,0.17,0.24,0.1,8.0,2011000
Mokhotlong,Heavy Rainfall,Low,Autumn,43,2.93,0.17,0.24,0.1,8.0,1992500
Quthing,Drought,Critical,Spring,348,1.64,0.14,0.2,0.08,7.0,2405000
Leribe,Strong Winds,Critical,Winter,337,2.58,0.11,0.16,0.06,5.5,12106500
Thaba-Tseka,Strong Winds,Moderate,Spring,113,2.54,0.16,0.23,0.09,7.5,4361500
Qacha's Nek,Drought,Low,Autumn,20,1.65,0.15,0.22,0.09,7.0,145500
Leribe,Heavy Rainfall,Moderate,Spring,78,2.74,0.11,0.16,0.06,5.5,2976500
Berea,Drought,Critical,Spring,223,1.56,0.1,0.15,0.06,5.5,1451000
Mafeteng,Drought,Moderate,Spring,167,1.59,0.12,0.18,0.07,6.0,1177500
Mafeteng,Drought,Low,Autumn,17,1.47,0.12,0.18,0.07,6.0,93000
Butha-Buthe,Strong Winds,Moderate,Spring,115,2.47,0.14,0.19,0.08,6.5,4034000
Maseru,Heavy Rainfall,Low,Summer,28,3.0,0.08,0.12,0.05,4.5,1167500
Mohale's Hoek,Drought,Critical,Winter,344,1.58,0.13,0.19,0.07,6.0,2411000
Mafeteng,Drought,Low,Spring,34,1.47,0.12,0.18,0.07,6.0,239000
Quthing,Heavy Rainfall,Moderate,Autumn,127,2.82,0.14,0.2,0.08,7.0,4903000
Quthing,Heavy Rainfall,Low,Winter,14,2.93,0.14,0.2,0.08,7.0,738500
Mohale's Hoek,Heavy Rainfall,Critical,Summer,303,2.85,0.13,0.19,0.07,6.0,12145500
Maseru,Heavy Rainfall,Critical,Summer,345,2.82,0.08,0.12,0.05,4.5,13391500
Mafeteng,Heavy Rainfall,Moderate,Summer,167,2.84,0.12,0.18,0.07,6.0,7509500
Mokhotlong,Strong Winds,Critical,Winter,246,2.63,0.17,0.24,0.1,8.0,10088500
Quthing,Heavy Rainfall,Critical,Autumn,353,2.8,0.14,0.2,0.08,7.0,13476500
Leribe,Strong Winds,Moderate,Winter,64,2.38,0.11,0.16,0.06,5.5,1549000
Quthing,Strong Winds,Critical,Spring,334,2.61,0.14,0.2,0.08,7.0,12471000
Mohale's Hoek,Strong Winds,Critical,Autumn,283,2.61,0.13,0.19,0.07,6.0,11157000
Mohale's Hoek,Heavy Rainfall,Critical,Spring,333,2.83,0.13,0.19,0.07,6.0,13483000
Mohale's Hoek,Drought,Low,Summer,16,1.5,0.13,0.19,0.07,6.0,102000
Qacha's Nek,Strong Winds,Low,Summer,31,2.48,0.15,0.22,0.09,7.0,1155000
Leribe,Strong Winds,Low,Winter,31,2.35,0.11,0.16,0.06,5.5,761000
Quthing,Heavy Rainfall,Low,Autumn,28,2.64,0.14,0.2,0.08,7.0,959000
Maseru,Drought,Low,Winter,14,1.64,0.08,0.12,0.05,4.5,88000
Leribe,Strong Winds,Low,Spring,49,2.67,0.11,0.16,0.06,5.5,1990000
Quthing,Strong Winds,Low,Autumn,24,2.25,0.14,0.2,0.08,7.0,738000
Butha-Buthe,Drought,Moderate,Autumn,70,1.63,0.14,0.19,0.08,6.5,473500
Berea,Heavy Rainfall,Critical,Winter,362,2.79,0.1,0.15,0.06,5.5,14321500
Berea,Strong Winds,Critical,Autumn,295,2.51,0.1,0.15,0.06,5.5,10796000
Mohale's Hoek,Strong Winds,Low,Spring,35,2.6,0.13,0.19,0.07,6.0,1461000
Leribe,Drought,Moderate,Autumn,109,1.7,0.11,0.16,0.06,5.5,771000
Quthing,Strong Winds,Critical,Winter,381,2.59,0.14,0.2,0.08,7.0,13741500
Mohale's Hoek,Heavy Rainfall,Critical,Autumn,319,2.64,0.13,0.19,0.07,6.0,10279500
Maseru,Drought,Critical,Spring,256,1.57,0.08,0.12,0.05,4.5,1457000
Qacha's Nek,Heavy Rainfall,Low,Autumn,18,2.94,0.15,0.22,0.09,7.0,794000
Mokhotlong,Strong Winds,Critical,Autumn,289,2.59,0.17,0.24,0.1,8.0,11584000
Thaba-Tseka,Drought,Moderate,Summer,91,1.73,0.16,0.23,0.09,7.5,691500
Leribe,Heavy Rainfall,Critical,Autumn,487,2.82,0.11,0.16,0.06,5.5,19359500
Qacha's Nek,Heavy Rainfall,Critical,Spring,478,2.82,0.15,0.22,0.09,7.0,18613500
Berea,Strong Winds,Low,Spring,49,2.47,0.1,0.15,0.06,5.5,1768500
Mohale's Hoek,Strong Winds,Low,Summer,12,2.83,0.13,0.19,0.07,6.0,512500
Qacha's Nek,Drought,Low,Winter,41,1.59,0.15,0.22,0.09,7.0,290000
Thaba-Tseka,Heavy Rainfall,Critical,Spring,379,2.88,0.16,0.23,0.09,7.5,16870000
Butha-Buthe,Strong Winds,Critical,Spring,438,2.6,0.14,0.19,0.08,6.5,16102500
Quthing,Heavy Rainfall,Low,Autumn,25,2.76,0.14,0.2,0.08,7.0,862000
Thaba-Tseka,Drought,Moderate,Winter,138,1.57,0.16,0.23,0.09,7.5,925000
Thaba-Tseka,Drought,Critical,Summer,320,1.57,0.16,0.23,0.09,7.5,2200500
Maseru,Heavy Rainfall,Low,Summer,28,2.93,0.08,0.12,0.05,4.5,1219500
Maseru,Drought,Low,Summer,13,1.62,0.08,0.12,0.05,4.5,89500
Thaba-Tseka,Strong Winds,Low,Summer,21,2.76,0.16,0.23,0.09,7.5,861000
Mohale's Hoek,Heavy Rainfall,Low,Winter,31,2.9,0.13,0.19,0.07,6.0,1199000
Butha-Buthe,Strong Winds,Low,Summer,47,2.62,0.14,0.19,0.08,6.5,1907000
Thaba-Tseka,Drought,Low,Winter,50,1.54,0.16,0.23,0.09,7.5,347500
Quthing,Strong Winds,Critical,Autumn,409,2.57,0.14,0.2,0.08,7.0,14753000
Butha-Buthe,Strong Winds,Moderate,Autumn,199,2.65,0.14,0.19,0.08,6.5,7710500
Quthing,Drought,Low,Summer,18,1.33,0.14,0.2,0.08,7.0,100500
Qacha's Nek,Strong Winds,Low,Autumn,19,2.68,0.15,0.22,0.09,7.0,940000
Berea,Heavy Rainfall,Moderate,Spring,182,2.88,0.1,0.15,0.06,5.5,7270000
Mafeteng,Heavy Rainfall,Low,Summer,46,2.78,0.12,0.18,0.07,6.0,2123000
Maseru,Drought,Moderate,Spring,155,1.65,0.08,0.12,0.05,4.5,959000
Thaba-Tseka,Heavy Rainfall,Moderate,Summer,83,2.64,0.16,0.23,0.09,7.5,2484000
Qacha's Nek,Drought,Moderate,Winter,105,1.66,0.15,0.22,0.09,7.0,753500
Butha-Buthe,Heavy Rainfall,Critical,Summer,401,2.82,0.14,0.19,0.08,6.5,15106000
Qacha's Nek,Heavy Rainfall,Moderate,Autumn,92,2.79,0.15,0.22,0.09,7.0,3561500
Mohale's Hoek,Drought,Moderate,Summer,75,1.73,0.13,0.19,0.07,6.0,533500
Leribe,Drought,Low,Spring,12,1.25,0.11,0.16,0.06,5.5,67500
Mohale's Hoek,Heavy Rainfall,Low,Autumn,24,2.71,0.13,0.19,0.07,6.0,681000
Mohale's Hoek,Strong Winds,Critical,Summer,420,2.52,0.13,0.19,0.07,6.0,14084500
Quthing,Heavy Rainfall,Low,Winter,34,2.5,0.14,0.2,0.08,7.0,670000
Mokhotlong,Drought,Moderate,Spring,121,1.6,0.17,0.24,0.1,8.0,845500
Qacha's Nek,Strong Winds,Critical,Winter,258,2.66,0.15,0.22,0.09,7.0,9251000
Qacha's Nek,Strong Winds,Low,Autumn,11,2.27,0.15,0.22,0.09,7.0,140500
Qacha's Nek,Strong Winds,Critical,Summer,449,2.66,0.15,0.22,0.09,7.0,16739500
Berea,Strong Winds,Low,Summer,35,2.83,0.1,0.15,0.06,5.5,1667000
Berea,Drought,Low,Spring,16,1.62,0.1,0.15,0.06,5.5,112000
Mohale's Hoek,Drought,Critical,Winter,488,1.55,0.13,0.19,0.07,6.0,3282000
Butha-Buthe,Strong Winds,Low,Summer,49,2.78,0.14,0.19,0.08,6.5,2352500
Berea,Drought,Moderate,Autumn,114,1.65,0.1,0.15,0.06,5.5,753500
Butha-Buthe,Drought,Moderate,Autumn,115,1.8,0.14,0.19,0.08,6.5,838000
Quthing,Heavy Rainfall,Critical,Summer,480,2.78,0.14,0.2,0.08,7.0,16837500
Quthing,Heavy Rainfall,Moderate,Winter,194,2.77,0.14,0.2,0.08,7.0,6781000
Qacha's Nek,Drought,Low,Winter,18,1.61,0.15,0.22,0.09,7.0,131500
Leribe,Strong Winds,Critical,Summer,346,2.59,0.11,0.16,0.06,5.5,13814500
Mokhotlong,Strong Winds,Critical,Winter,216,2.6,0.17,0.24,0.1,8.0,7884000
Mohale's Hoek,Heavy Rainfall,Critical,Autumn,207,2.84,0.13,0.19,0.07,6.0,9058500
Thaba-Tseka,Heavy Rainfall,Critical,Spring,420,2.84,0.16,0.23,0.09,7.5,16860500
Butha-Buthe,Heavy Rainfall,Moderate,Summer,192,2.81,0.14,0.19,0.08,6.5,7386500
Mokhotlong,Heavy Rainfall,Low,Autumn,36,2.72,0.17,0.24,0.1,8.0,1517000
Maseru,Heavy Rainfall,Moderate,Autumn,89,2.7,0.08,0.12,0.05,4.5,2992500
Qacha's Nek,Heavy Rainfall,Critical,Summer,209,2.81,0.15,0.22,0.09,7.0,8678000
Leribe,Drought,Moderate,Summer,113,1.68,0.11,0.16,0.06,5.5,747500
Mohale's Hoek,Strong Winds,Moderate,Summer,57,2.68,0.13,0.19,0.07,6.0,2565000
Qacha's Nek,Strong Winds,Low,Autumn,27,2.74,0.15,0.22,0.09,7.0,1091000
Maseru,Drought,Critical,Winter,309,1.61,0.08,0.12,0.05,4.5,1841500
Berea,Drought,Critical,Spring,266,1.6,0.1,0.15,0.06,5.5,1761500
Thaba-Tseka,Strong Winds,Low,Winter,29,2.79,0.16,0.23,0.09,7.5,1062500
Mokhotlong,Heavy Rainfall,Moderate,Spring,144,2.74,0.17,0.24,0.1,8.0,4431500
Quthing,Drought,Low,Summer,35,1.69,0.14,0.2,0.08,7.0,255500
Butha-Buthe,Drought,Moderate,Autumn,105,1.61,0.14,0.19,0.08,6.5,754000
Thaba-Tseka,Strong Winds,Critical,Spring,302,2.6,0.16,0.23,0.09,7.5,11274000
Butha-Buthe,Strong Winds,Low,Spring,44,2.57,0.14,0.19,0.08,6.5,1685500
